video_id,comment_id,author_display_name,text,published_at,like_count,clean_text,word_count
mDw83aS4ALo,Ugwk-X-uuUJs_aK7SWB4AaABAg,@NuNing-i3i,"Aku memang mencintaimu 
Tapi tidak ingin kamu menghianati tuhanmu 
Dan orang tua mu
Walaupun sampai sekarang rasa cintaku untukmu masih ada,sampai bertemu dikehidupan selanjutnya #sampitkalimantantengah",2025-05-15T15:39:03Z,0,mencintaimu menghianati tuhanmu orang tua mu cintaku untukmu adasampai bertemu dikehidupan,11
mDw83aS4ALo,UgzWFeb1BkvG3d6I4XR4AaABAg,@Vnzyege,""" Agama-mu, agama-mu.....
Agama-ku, agama-ku.....

"" Kau boleh mencintai dia asalkan,
 kau tidak mengambil dia dari tuhannya.....",2025-05-15T15:25:20Z,1,agamamu agamamu agamaku agamaku kau mencintai kau mengambil tuhannya,9
mDw83aS4ALo,UgyqjeDw9GUZisO-JH14AaABAg,@gruptongkrongan,"Dari pertma lagu zona nyaman rilis sampe skrng masih setia dengerin lagu ari lesmana,sampe jaman dulu ari lesmana mau daptar audio tapi di tolak skrng jadi musisi indie yang suaranya sangatt berkesan bagaikan alam dan bumi yang saling menjiwa",2025-05-15T14:29:16Z,1,pertma lagu zona nyaman rilis sampe skrng setia dengerin lagu ari lesmanasampe jaman ari lesmana daptar audio tolak skrng musisi indie suaranya sangatt berkesan alam bumi menjiwa,27
mDw83aS4ALo,UgzoblJCac7DHWdbjGN4AaABAg,@REYVik-e6k,"Lagunya bagus mengisahkan anatara beda agama 😢 , gw kesini gara - gara tiktok",2025-05-15T14:10:09Z,0,lagunya bagus mengisahkan anatara beda agama gw kesini gara gara tiktok,11
mDw83aS4ALo,UgxOOse1aQ7a8RgQXFl4AaABAg,@Nonamesht,Team yang udh dengerin lagu ini pas baru rilis 👉🏻,2025-05-15T13:50:25Z,0,team udh dengerin lagu pas rilis,6
mDw83aS4ALo,UgxWXWUiBBpogwsuZfF4AaABAg,@PujiLestari-fj9hl,"2025 baru tau lagu ini gara2 Tiktok😅
Padahal ini lagu 3th yg lalu 😅",2025-05-15T13:28:19Z,0,tau lagu gara tiktok lagu th yg,7
mDw83aS4ALo,UgxJzOS6MO8hcN00EqB4AaABAg,@Boy-lh4zt,Denger lagu ini gara gara di IG lihat berita anak gajah tertabrak back sound nya lagu ini 🥲🥲,2025-05-15T12:52:15Z,0,denger lagu gara gara ig lihat berita anak gajah tertabrak back sound nya lagu,14
mDw83aS4ALo,UgwDpuo27NLTMFTF0u14AaABAg,@Risdiansyah-t1v,"Gw belajar dari mangu, definisi cinta beda agama adalah,dia lelaki,atau pun perempuan,akan mengikuti orang yang di cintai nya,dan siap menanggung apapun resiko nya",2025-05-15T12:46:32Z,0,gw belajar mangu definisi cinta beda agama adalahdia lelakiatau perempuanakan mengikuti orang cintai nyadan menanggung apapun resiko nya,18
mDw83aS4ALo,UgxJAHzGOsnAjhINISx4AaABAg,@damiaachmad,Sebenarnya lebih sakit dari beda agama adalah seagama tapi beda do'anya 😢,2025-05-15T12:44:59Z,0,sakit beda agama seagama beda doanya,6
mDw83aS4ALo,Ugx0BGVZ8vyRg8H9pCd4AaABAg,@padiaputri9222,"Lah kirain lagunya baru rilis skrng, karna viral.. ternyata sudah 2 tahun yg lalu...😅",2025-05-15T12:35:19Z,0,kirain lagunya rilis skrng karna viral yg,7
mDw83aS4ALo,UgzI7Nluwv1sQ2XzkJl4AaABAg,@anggananta00,"Berat kalo sudah beda keyakinan, yang kau minta bukan mengkhianati keluarganya tapi mengkhianati Tuhannya",2025-05-15T12:24:18Z,0,berat kalo beda keyakinan kau mengkhianati keluarganya mengkhianati tuhannya,9
mDw83aS4ALo,Ugw9Ud3l5ANItEiWb454AaABAg,@artlang8301,Mangu tembus Top 11 chart Spotify global 🙌.. Gilaaaa tak masuk logika 🤯,2025-05-15T11:44:37Z,0,mangu tembus top chart spotify global gilaaaa masuk logika,9
mDw83aS4ALo,UgzZFZUYfyupl6S74cZ4AaABAg,@LendraningUgroseno,"Tuhan, harusnya pas kmren masi SMA dengerin ini..",2025-05-15T11:02:04Z,0,tuhan pas kmren masi sma dengerin,6
mDw83aS4ALo,UgznUp-2r8Tjn5Hj54Z4AaABAg,@tasmotasmo6149,Kenapa saya baru tau lagu ini dr status orang haha,2025-05-15T08:28:13Z,0,tau lagu dr status orang haha,6
mDw83aS4ALo,Ugz4b8ut9VQB1oYJbY94AaABAg,@xyzeaa-yh,"""kau menggenggam, ku menadahnya""
   -cinta zeaa",2025-05-15T07:52:55Z,1,kau menggenggam ku menadahnya cinta zeaa,6
mDw83aS4ALo,UgyPBUuOHTrmE-pktfF4AaABAg,@AldiSaputra-gw7ze,ngomong apsi si cowonya liriknya gjls,2025-05-15T05:49:06Z,0,ngomong apsi si cowonya liriknya gjls,6
mDw83aS4ALo,UgzB9BzBSWFonjCJrI54AaABAg,@yhennyvallent22,gak ada kaitan.. tapi nyesek banget pas nyanyiin😭😭,2025-05-15T04:52:33Z,0,gak kaitan nyesek banget pas nyanyiin,6
mDw83aS4ALo,UgwTcEH9El8PcIk0DrZ4AaABAg,@daffahlevi,"6 Tahun belom bisa move on...

Sempek shock tiba2 denger sudah mau menikah.

Cinta gak harus memiliki. Semoga kamu bahagia dengan suami kamu ya😊",2025-05-15T03:16:24Z,0,belom move sempek shock denger menikah cinta gak memiliki semoga bahagia suami ya,13
mDw83aS4ALo,UgyjKhKvB439rkMqwAt4AaABAg,@bettababangbali8758,kau di kp bulak aku di kp jati.. semoga kamu bahagia ❤❤,2025-05-15T01:41:33Z,0,kau kp bulak kp jati semoga bahagia,7
mDw83aS4ALo,Ugy-niw3DgRbfFFf8e94AaABAg,@AuraCimoy,"sok""an stel mangu padahal yng beda bukan agamanya tpi perasaanny😢",2025-05-15T00:24:35Z,1,sokan stel mangu yng beda agamanya tpi perasaanny,8
mDw83aS4ALo,UgxpG9UonzRB8oVIYKV4AaABAg,@janwarhermawan943,Gara-gara Mas random mirip bgt ama vocalis band ini yg sing a song di warung baju sama manekin² itu nya aku disini. 🎉,2025-05-15T00:13:48Z,0,garagara mas random bgt ama vocalis band yg sing song warung baju manekin nya,14
mDw83aS4ALo,UgwkRw3wsr31PQbkhwx4AaABAg,@yusufthosawitto2926,"Kirain ini Lagu Baru Rilis, langsung viral di IG & Tiktok",2025-05-15T00:01:00Z,0,kirain lagu rilis langsung viral ig tiktok,7
mDw83aS4ALo,Ugwg4PKm1dQjnCQjJnB4AaABAg,@Redrigo-h2p3y,"gini ni kalo cuma penggemar indiie karbitan, tau kalo udah viral lagunya",2025-05-14T23:36:41Z,0,gini ni kalo penggemar indiie karbitan tau kalo udah viral lagunya,11
mDw83aS4ALo,Ugz_9FSzq3VDxfpGPaV4AaABAg,@johanrandi4040,Bisa saja ku ambil dia dari Tuhan nya. Tapi ku tak tega dia musuhi keluarga nya,2025-05-14T21:02:24Z,0,ku ambil tuhan nya ku tega musuhi keluarga nya,9
mDw83aS4ALo,UgyvSQEgZaTZ6zq5mJh4AaABAg,@danistriawan787,kesini gara2 liat covernya dewi persik. lebih enak aslinya ngena banget,2025-05-14T18:24:44Z,0,kesini gara liat covernya dewi persik enak aslinya ngena banget,10
mDw83aS4ALo,UgwN3Yp7s1sNXLUQiaN4AaABAg,@GunaGuna-c6u,Yg beda perasaan yang diputar beda keyakinan,2025-05-14T16:26:37Z,0,yg beda perasaan diputar beda keyakinan,6
mDw83aS4ALo,UgwGRpJGUcZ9udoD9gp4AaABAg,@byyou2527,Ku diIstiqlal kau diCaterdral 😢😢 semoga kau bahagia selalu,2025-05-14T14:09:51Z,2,ku diistiqlal kau dicaterdral semoga kau bahagia,7
mDw83aS4ALo,UgzBHUmV5dsRTL_H5Md4AaABAg,@Kiki-g6g4c,"ya alloh pada fomo ya lo pada ,,apa2 kebelet viral",2025-05-14T14:05:31Z,1,ya alloh fomo ya lo kebelet viral,7
mDw83aS4ALo,Ugy_vCIBdbV4A11pdCt4AaABAg,@rebeccajohen7771,"Hadir 05/2025 ✅ Balik kj malam dgr lagu ni kat kereta, feel dia lain mcm ☺️",2025-05-14T13:52:49Z,1,hadir kj malam dgr lagu ni kat kereta feel mcm,10
mDw83aS4ALo,Ugw-vlrU7sDqn6eagRx4AaABAg,@RakaFirmansyah07,Sayang banget lagunya lagi hype pas fourtwnty hiatus🥹,2025-05-14T13:39:01Z,0,sayang banget lagunya hype pas fourtwnty hiatus,7
mDw83aS4ALo,UgwvElo2GTj27WuJiE94AaABAg,@vinakondororik31,Kesini karena di tik tok fyp berandaku lagu ini,2025-05-14T13:23:41Z,1,kesini tik tok fyp berandaku lagu,6
mDw83aS4ALo,UgxXc5ODiYbHdkft-4t4AaABAg,@miyurry8062,"Scroll Keman aja selama 2 tahun lalu, sampai gak jumpa lagu sebagus ini 🥹 norak beut gue",2025-05-14T12:07:24Z,0,scroll keman aja gak jumpa lagu sebagus norak beut gue,10
mDw83aS4ALo,UgxlZaaclCLN1HtbrkV4AaABAg,@henriahmad1338,3 tahun yg lalu tiap masuk cafe live music request lagu ini nggak ada yg tau 😢😢😢,2025-05-14T11:50:41Z,0,yg masuk cafe live music request lagu nggak yg tau,10
mDw83aS4ALo,Ugy02ZMfZdBxBTzjHmF4AaABAg,@DiahWidyawati-gm5lv,"Fourtwnty - Mangu

Suatu malam adam bercerita
Hawanya tak lagi di jalur yg sama
Bacaan dan doa yg mulai berbeda
Ego dan air mata kita bicara

Gila tak masuk logika
Termangu hatiku
Kau menggenggam 
Kumenadahnya

Berdamai dengan apa yg terjadi
Kunci dari semua masalah ini
Jujur tak mudah untuk melangkah pergi
Ini soal hati bukan yg diyakini

Gila tak masuk logika
Termangu hatiku
Kau menggenggam 
Kumenadahnya",2025-05-14T11:47:42Z,3,fourtwnty mangu malam adam bercerita hawanya jalur yg bacaan doa yg berbeda ego air mata bicara gila masuk logika termangu hatiku kau menggenggam kumenadahnya berdamai yg kunci jujur mudah melangkah pergi hati yg diyakini gila masuk logika termangu hatiku kau menggenggam kumenadahnya,42
mDw83aS4ALo,UgzUx8rnmIpmCOak8h94AaABAg,@AlvinoFarqah-wn6nt,Baru sadar ternyata lagu ini udha lama norak bgt gue anjir 😂,2025-05-14T11:24:52Z,1,sadar lagu udha norak bgt gue anjir,7
mDw83aS4ALo,Ugwrgt_jculeJOxnr4N4AaABAg,@achchannel2975,Di tempatku ad desa yg namany juga mangu,2025-05-14T10:19:05Z,0,tempatku ad desa yg namany mangu,6
mDw83aS4ALo,Ugyl5dJoQITCpHkDts94AaABAg,@fikrimardiansyah6358,"Bener"" Di pertanyakan bgt, setiap lagu yg ciptakan atau di upload di media sosial nya beberapa tahun yg lalu,, Tpi viral/trendnya baru skrng"".",2025-05-14T09:38:52Z,0,bener bgt lagu yg ciptakan upload media sosial nya yg tpi viraltrendnya skrng,13
mDw83aS4ALo,UgxeQLNBvKT6fuoF_ZN4AaABAg,@GernaldiGernaldi,lagu ini menggambarkan seseorang sehabis hujan menghayal masa - masa sulit dalam pekerjaan atau percintaan,2025-05-14T09:17:07Z,0,lagu menggambarkan sehabis hujan menghayal sulit pekerjaan percintaan,8
mDw83aS4ALo,Ugy3rBQ6r5EdXiPQv0p4AaABAg,@nurraga14official62,Kesini karena fyp berduka anak gajah laka yuuk kumpul😔,2025-05-14T07:33:06Z,0,kesini fyp berduka anak gajah laka yuuk kumpul,8
mDw83aS4ALo,Ugz5LwS75pO6ZxxJjKt4AaABAg,@EvhaaOcthavhia,Udah 3 th yaa.. ku kira masih baru.. kenal gara² rama batik & viral pasan😂😂,2025-05-14T05:56:04Z,0,udah th yaa ku kenal gara rama batik viral pasan,10
mDw83aS4ALo,UgwLVtvFrsHl-HrhgfZ4AaABAg,@waineeos7856,Masya Allah pakai headset kabel bass enaaakkk bangettt,2025-05-14T05:12:35Z,0,masya allah pakai headset kabel bass enaaakkk bangettt,8
mDw83aS4ALo,UgwuJ79hfGA3pzh3fHB4AaABAg,@AriamanBatee,Knp ni lagu baru FYP skg sihh??,2025-05-14T04:15:12Z,0,knp ni lagu fyp skg sihh,6
mDw83aS4ALo,Ugy732uMzFOdjOyH60p4AaABAg,@nurulsarinih832,"""Jujur tak mudah untuk melangkah pergi, Ini soal hati bukan yg diyakini"" 

I wasn’t expecting to fall deeper, yet somehow, you opened up my heart—
the soul I’ve kept in silence for years, slowly drifting me away from my echoes.

Your love is warm and cozy, lighting up my world again.
 But the further I go, the more I start to wonder: 
am I enough for you? do I even deserve you?

Oh damn, I fall back into a cold slumber.

Day by day, moment by moment, you’ve changed.

The way you act is the answer to all my unspoken questions.

May you never find me again— 
the pure me.",2025-05-14T03:13:35Z,1,jujur mudah melangkah pergi hati yg diyakini wasnt expecting fall deeper yet somehow opened heart soul ive kept silence years slowly drifting away echoes love warm cozy lighting world go start wonder enough even deserve oh damn fall back cold slumber day day moment moment youve changed way act answer unspoken questions may never find pure,56
mDw83aS4ALo,UgyZSJM_qSqx34z5ZyF4AaABAg,@jehan-b6y,LAGU BOSANN ALAY JAMET LUCU LAWAK SEDIH,2025-05-14T03:07:23Z,0,lagu bosann alay jamet lucu lawak sedih,7
mDw83aS4ALo,UgyK8F4HkXO5ZWWKbIl4AaABAg,@ahmadgilangsaputra5951,lagu seperti kisahku bukan karna beda agama tadi karna tak sejalan dengan apa yang sudah di rencanakan☺️,2025-05-14T02:44:29Z,0,lagu kisahku karna beda agama karna sejalan rencanakan,8
mDw83aS4ALo,Ugwf4LmZqmVbQ43PfiR4AaABAg,@Greenstreet-j1z,"Kanapa baru viral sekarang ya , padahal dah lama gua dengerin nya 😂",2025-05-14T02:31:01Z,1,kanapa viral ya dah gua dengerin nya,7
mDw83aS4ALo,Ugz-NsGl3pUCMKTJT4l4AaABAg,@AeniiAnggraenii,Tim yang dengerin lagu ini karna habis denger Dewi kdrt juga lagu ini🙏😌,2025-05-14T02:22:28Z,0,tim dengerin lagu karna habis denger dewi kdrt lagu,9
mDw83aS4ALo,Ugz_-i3lOwPBE8em0-B4AaABAg,@NovalKece-l4y,Ini lagu tentang orang yang saling mencintai tapi beda agama ya😢,2025-05-14T02:01:13Z,0,lagu orang mencintai beda agama ya,6
mDw83aS4ALo,Ugzvv9IAZwRNVrs8j3V4AaABAg,@just-todd1682,"**Untuk Kamu, yang Aku Cintai Tapi Tak Bisa Aku Miliki**

Kita pernah bermimpi, bukan? Tentang masa depan, rumah kecil, pagi-pagi dengan kopi dan obrolan ringan, tentang menua bersama. Tapi kenyataan ternyata tak seindah harapan.

Kita tumbuh di dua dunia yang berbeda — dunia yang mengajarkan kita untuk percaya, tapi juga memisahkan kita karena kepercayaan itu sendiri.

Kamu nggak salah. Aku juga nggak salah. Kita cuma lahir di jalan yang berbeda, dan meskipun cinta kita kuat, ternyata tak cukup kuat untuk melawan tembok yang dibangun oleh aturan, tradisi, dan keyakinan yang telah ada jauh sebelum kita saling mengenal.

Sakit, ya? Menyadari bahwa meski hati kita saling memilih, dunia tetap berkata ""tidak."" Bahwa kamu dan aku harus melepaskan sesuatu yang begitu dalam, bukan karena tak cinta, tapi justru karena terlalu cinta, tapi tak bisa memaksa.

Mungkin nanti, di kehidupan yang lain — kalau ada — kita bisa jatuh cinta lagi tanpa harus takut akan perbedaan. Tanpa harus merasa bersalah karena mencintai seseorang yang ‘tak seiman’.

Untuk sekarang, aku pamit. Bukan karena aku berhenti mencintaimu, tapi karena aku belajar mencintaimu dengan cara melepaskan.

Terima kasih sudah datang, dan maaf karena kita tak bisa sampai tujuan bersama.

Selamat tinggal, kamu yang pernah jadi segalanya.

— Aku

---

Kalau kamu mau versi yang lebih pendek, lebih personal, atau ingin ditambahkan pengalaman pribadi kalian, aku bisa bantu menyesuaikannya. Mau?
entu, berikut ini note sedih tentang pasangan yang harus berpisah karena perbedaan agama — tema yang sangat berat dan menyakitkan bagi banyak orang:",2025-05-14T01:08:43Z,0,cintai miliki bermimpi rumah pagipagi kopi obrolan ringan menua kenyataan seindah harapan tumbuh dunia berbeda dunia mengajarkan percaya memisahkan kepercayaan nggak salah nggak salah lahir jalan berbeda cinta kuat kuat melawan tembok dibangun aturan tradisi keyakinan mengenal sakit ya menyadari hati memilih dunia melepaskan cinta cinta memaksa kehidupan jatuh cinta takut perbedaan bersalah mencintai seiman pamit berhenti mencintaimu belajar mencintaimu melepaskan terima kasih maaf tujuan selamat tinggal versi pendek personal pengalaman pribadi bantu menyesuaikannya entu note sedih pasangan berpisah perbedaan agama tema berat menyakitkan orang,85
mDw83aS4ALo,Ugw410KeI0MYHIuLTYd4AaABAg,@VARNABLACK,"Gini amat yaa kalok hobi gak di dukung ortu sampe"" dia bilang ke kita buat jangan sekolah lagi demi GK main hobi itu padahal 😭😭😭😭😭😭😭😭",2025-05-14T01:07:00Z,0,gini yaa kalok hobi gak dukung ortu sampe bilang sekolah gk main hobi,13
mDw83aS4ALo,Ugz8ssXuf_rN7auRQy14AaABAg,@iirnurifah4896,"Dalem banget, ga punya pengalaman cinta beda agama tapi lagu ini nyentuh bgt",2025-05-14T00:12:51Z,0,dalem banget ga pengalaman cinta beda agama lagu nyentuh bgt,10
mDw83aS4ALo,Ugz8LYwbEVDZz897A2N4AaABAg,@sudiono4382,"ini akun ayah, tapi lewat akun ini aku mau menyampaikan sesuatu boleh ya?
hai mangu! suatu kebetulan lagu keren ini mengiringi kisah pilu ini, maksudnya ini mangu versiku ceritaku yang entah punya keberanian dari mana be his important person who have different beliefs with this self, tolong kasih ujung yang indah sekalipun itu adalah perpisahan, berikan keluasan hati pada kami dan kuncinya biarkan kata ikhlas kami cerna dengan baik dan seksama dari cerita ini. thanks for make me feel loved, and sorry cs always hurts ur heart. aiiiiiii kamu bagian dari ceritaku.",2025-05-13T18:08:17Z,10,akun ayah akun ya hai mangu lagu keren mengiringi kisah pilu maksudnya mangu versiku ceritaku keberanian important person different beliefs self tolong kasih ujung indah perpisahan keluasan hati kuncinya biarkan ikhlas cerna seksama cerita thanks make feel loved sorry cs always hurts ur heart aiiiiiii ceritaku,46
mDw83aS4ALo,UgylIu5Fz07ChvfUakl4AaABAg,@kokomkomariyah3512,"Kemana aja aku,baru tau lagu seenak ini..😭",2025-05-13T14:15:27Z,0,kemana aja akubaru tau lagu seenak,6
mDw83aS4ALo,UgxCW7dAu1wgKMhRzDB4AaABAg,@nounara2604,"Ya ampun lagu 3thn lalu...
Viral d 2025... selamat..",2025-05-13T13:25:50Z,0,ya ampun lagu thn viral selamat,6
mDw83aS4ALo,UgzZp73dScsI09tg1BV4AaABAg,@bayusetiaramadhani571,"aku menyimpan seseorang di lagu Mangu bukan karena beda agama, namun beda perasaan.",2025-05-13T12:55:27Z,0,menyimpan lagu mangu beda agama beda perasaan,7
mDw83aS4ALo,UgzxyjLwmb28donOFXd4AaABAg,@tiyochanel,Saat ini istri saya menggugat cerai setelah 1thn kita pisah tgl 19 mei nanti udah persidangan cerai saya ikhlas kalau itu membuat dia bahagia walau hati saya sakit,2025-05-13T12:02:48Z,0,istri menggugat cerai thn pisah tgl mei udah persidangan cerai ikhlas bahagia hati sakit,14
mDw83aS4ALo,UgyL_XsyhQeNI-FLrIB4AaABAg,@DeniTriHartati,satu lagu namun memiliki banyak arti yang mendalam tergantung kita menafsirkannya..,2025-05-13T11:16:33Z,0,lagu memiliki arti mendalam tergantung menafsirkannya,6
mDw83aS4ALo,UgwbRX3MDoIWQqnWklV4AaABAg,@bolmeong5,"Selamat berlayar dengan kapal baru mu 
Semoga kapal yang kamu tumpangi bisa membawa kesuatu tempat yang indah ( pernikahan ) 
Selamat berlayar , dan selamat tinggal ❤",2025-05-13T11:08:51Z,1,selamat berlayar kapal mu semoga kapal tumpangi membawa kesuatu indah pernikahan selamat berlayar selamat tinggal,15
mDw83aS4ALo,UgxCrnSsoEKW9Ms2PEh4AaABAg,@AdamFirdaus-i7g,Kesini karna ibu gajah yg ditinggal sama anaknya selamanya.,2025-05-13T10:30:52Z,0,kesini karna gajah yg ditinggal anaknya,6
mDw83aS4ALo,Ugwv64Ve3tYdyfvRXaB4AaABAg,@mitarizkiyah8968,"Dari jamannya SMK , emang lagu nya fourtwnty gak ada yang gagal ☺️☺️",2025-05-13T09:14:11Z,2,jamannya smk emang lagu nya fourtwnty gak gagal,8
